Category,Subcategory,XBRL Tag
Assets,Non-Current,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
Assets,Non-Current,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents1
Assets,Non-Current,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsContinuingOperations
Assets,Current,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsCurrent
Assets,Current,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsExcludingOtherAssets
Assets,Non-Current,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations
Assets,Non-Current,CashCashEquivalentsRestrictedCashAndShortTermInvestments
Assets,Non-Current,CashCollateralForBorrowedSecurities
Assets,Non-Current,CashCollateralHeldForCounterparties
Assets,Non-Current,CashCollateralOnSecuritiesBorrowed
Assets,Non-Current,CashCollateralOnSecuritiesLent
Assets,Non-Current,CashCollateralPaidInSupportOfEnergyRiskManagementActivities
Assets,Non-Current,CashCollateralPostedByCounterparties
Assets,Non-Current,CashCollateralReceivedInSupportEnergyRiskManagementActivities
Assets,Non-Current,CashDenominatedInForeignCurrenciesAsset
Assets,Non-Current,CashDenominatedInForeignCurrenciesCostAssets
Assets,Non-Current,CashDenominatedInForeignCurrenciesLiability
Assets,Non-Current,CashDistributionsAndLossesInPartnershipsAndJointVenturesAtEquity
Assets,Non-Current,CashDistributionsInUnconsolidatedRealEstateVentures
Assets,Current,CashDividendsPayable
Assets,Current,CashDueFromBanksAndInterestBearingDepositsInBanks
Assets,Non-Current,CashEquivalentReverseRepurchaseAgreements
Assets,Non-Current,CashEquivalents
Assets,Non-Current,CashEquivalentsAtCarryingValue
Assets,Non-Current,CashEquivalentsAtCost
Assets,Non-Current,CashHeldBy1031ExchangeFacilitator
Assets,Current,CashHeldByFundsAndOther
Assets,Current,CashHeldForAcquisitionsNoncurrent
Assets,Non-Current,CashHeldInEscrow
Assets,Non-Current,CashHeldInForeignCurrency
Assets,Non-Current,CashHeldInForeignCurrencyAcquisitionCost
Assets,Non-Current,CashHeldInFundDenominatedInForeignCurrency
Assets,Non-Current,CashHeldInFundDenominatedInForeignCurrencyAtCost
Assets,Non-Current,CashHeldInFundDenominatedInForeignCurrencyProceeds
Assets,Current,CashHeldInTheTrustAccountNoncurrent
Assets,Non-Current,CashHeldInTrust
Assets,Non-Current,CashHeldInTrustAccount
Assets,Current,CashHeldInTrustNoncurrent
Assets,Non-Current,CashInAutomatedTellerMachine
Assets,Non-Current,CashInConsolidatedJointVentures
Assets,Non-Current,CashInEscrow
Assets,Non-Current,CashInFuturesBrokersTradingAccounts
Assets,Non-Current,CashInNonOwnedAtms
Assets,Non-Current,CashNotHeldInForeignCurrency
Assets,Non-Current,CashOnHand
Assets,Non-Current,CashOverdraftNew
Assets,Non-Current,CashOverdrafts
Assets,Non-Current,CashOverdraftsDenominatedInForeignCurrenciesCost
Assets,Non-Current,CashPerformanceBondsAndSecurityDepositLiability
Assets,Non-Current,CashPledgedCustomerAdvancesAndDeposits
Assets,Non-Current,CashReserveDepositRequiredAndMade
Assets,Non-Current,CashReservedForUsers
Assets,Current,CashReservedForUsersCurrent
Assets,Non-Current,CashRestrictedCashAndCashEquivalents
Assets,Non-Current,CashSegregatedCustomers
Assets,Non-Current,CashSegregatedForRegulatoryPurposes
Assets,Non-Current,CashSegregatedProprietaryAccountsOfBrokerDealers
Assets,Non-Current,CashSegregatedUnderCommodityExchangeActRegulation
Assets,Current,CashSegregatedUnderOtherRegulations
Assets,Non-Current,CashSurrenderValueFairValueDisclosure
Assets,Non-Current,CashSurrenderValueOfLifeInsurance
Assets,Non-Current,CashSurrenderValueOfLifeInsuranceAndCashHeldInTrust
Assets,Current,CashUnderwritingFeePayableCurrent
Assets,Current,CashValueOfOfficersLifeInsuranceAndOtherAssetsNoncurrent
Liabilities,Current,CasualtyAndEnvironmentalLiabilities
Unclassified,Current,CasualtyEnvironmentalAndOtherReservesCurrent
Unclassified,Current,CasualtyEnvironmentalAndOtherReservesNoncurrent
Unclassified,Non-Current,CatastropheBond
Unclassified,Non-Current,CatastropheBondsAmortizedCost
Liabilities,Current,CededPremiumsPayable
Unclassified,Non-Current,CededUnearnedPremiums
Assets,Current,CedingCommissionsReceivable
Assets,Non-Current,CemeteryPerpetualCareTrustInvestments
Unclassified,Non-Current,CemeteryPerpetualCareTrustObligation
Assets,Non-Current,CemeteryProperty
Assets,Non-Current,CemeteryPropertyAtCost
Unclassified,Non-Current,CepiAccrualLongTerm
Liabilities,Non-Current,CertificateOfBeneficialInterestLandTrust
Unclassified,Non-Current,CertificateOfDeposit
Unclassified,Non-Current,CertificatesOfDeposit
Unclassified,Non-Current,CertificatesOfDepositAtCarryingValue
Liabilities,Non-Current,ChangeInTaxRateDeferredTaxLiability
Liabilities,Current,ChannelClientDepositsPayable
Unclassified,Current,ChannelRetainedFundsNet
Liabilities,Current,ChargebacksPayable
Unclassified,Non-Current,ChargerGogoMachines
Unclassified,Non-Current,CheckingSavingsAndMoneyMarket
Assets,Non-Current,ChemicalPlants
Unclassified,Current,CIRMAwardLiabilityNoncurrent
Unclassified,Non-Current,ClaimPaymentsOutstanding
Liabilities,Current,ClaimsAndDiscountsPayable
Liabilities,Current,ClaimsandRebatesPayable
Liabilities,Current,ClaimsFinancingObligationNotesPayable
Liabilities,Current,ClaimsFinancingObligationNotesPayableCurrent
Unclassified,Current,ClaimsInsuranceAndOtherNoncurrent
Liabilities,Current,ClaimsPayableCurrent
Equity,Non-Current,ClassACommonStockPendingRedemption
Equity,Non-Current,ClassACommonStockPendingRedemptions
Equity,Non-Current,ClassACommonStockValue
Unclassified,Non-Current,ClassASharesSubjectToRepurchase
Equity,Non-Current,ClassB1ActivityStockSharesIssuedAndOutstanding
Equity,Non-Current,ClassB2MembershipStockSharesIssuedAndOutstanding
Equity,Non-Current,ClassBCommonStockValue
Equity,Non-Current,ClassBNonVotingCommonStock
Equity,Non-Current,ClassBPartnersCapitalAccountUnitsIssued
Equity,Non-Current,ClassBPartnersCapitalAccountUnitsOutstanding
Unclassified,Non-Current,ClassBUnits
Equity,Non-Current,ClassBUnitsPartnersCapitalAccount
Equity,Non-Current,ClassCSpecialStockValue
Liabilities,Non-Current,ClassOfWarrantOrRightIssued
Equity,Equity,ClassOfWarrantOrRightOutstanding
Liabilities,Current,ClassOfWarrantOrRightWarrantLiabilitiesNoncurrent
Liabilities,Non-Current,ClassOfWarrantsOrRightIssued
Liabilities,Non-Current,ClassOfWarrantsOrRightsUnamortizedDiscount
Unclassified,Non-Current,CleanEnergyProgram
Unclassified,Current,CleanEnergyProgramCurrent
Unclassified,Current,CleanEnergyProgramNoncurrent
Unclassified,Current,ClearingDepositsCurrent
Unclassified,Non-Current,CleneNanomedicineContingentEarnout
Assets,Current,ClientAccountsReceivableNet
Unclassified,Non-Current,ClientCertificatesOfDeposit
Unclassified,Current,ClientCustodialFundsCurrent
Liabilities,Non-Current,ClientFundObligations
Liabilities,Current,ClientFundObligationsCurrent
Unclassified,Non-Current,ClientFundsHeld
Unclassified,Non-Current,ClientFundsObligation
Liabilities,Non-Current,ClientFundsObligations
Liabilities,Current,ClientFundsObligationsCurrent
Liabilities,Current,ClientFundsPayableCurrent
Assets,Current,ClientIncentivesAssetsCurrent
Assets,Current,ClientIncentivesAssetsNoncurrent
Liabilities,Current,ClientIncentivesLiabilitiesCurrent
Liabilities,Current,ClientMoneyPayable
Liabilities,Current,ClientRebatesAndGuaranteesPayable
Assets,Current,ClientSecuritySettlementReceivables
Unclassified,Non-Current,ClientsFundsHeldInTrust
Unclassified,Current,ClinicalHoldbackCurrent
Unclassified,Current,ClinicalHoldbackNoncurrent
Unclassified,Current,ClinicalTrialDepositCurrent
Assets,Current,ClinicFeesAndInsuranceReceivablesNetCurrent
Unclassified,Non-Current,Cloudcomputingarrangements
Unclassified,Current,CloudComputingNoncurrent
Unclassified,Current,CnpThirdPartiesNetOfDiscounts
Assets,Non-Current,CO2PropertiesEquipmentAndPipelines
Assets,Non-Current,CoalDerivativeAssets
Liabilities,Current,CoalDerivativeLiabilities
Unclassified,Non-Current,CoalReclamationAndUnionTrust
Assets,Non-Current,CoInvestments
Liabilities,Current,CollabCommissionsAndRoyaltiesPayable
Unclassified,Non-Current,CollaborationAdvance
Assets,Current,CollaborationContractAssetAndOtherAssets
Assets,Current,CollaborationCreditReceivableCurrent
Liabilities,Current,CollaborationPayable
Liabilities,Current,CollaborationPayableCurrent
Assets,Non-Current,CollaborationPrepaidLeases
Assets,Current,CollaborationReceivable
Assets,Current,CollaborationReceivableCurrent
Assets,Current,CollaborationReceivableRelatedPartiesCurrent
Assets,Current,CollaborationReceivableRelatedPartiesNonCurrent
Unclassified,Non-Current,CollateralAlreadyPostedAggregateFairValue
Liabilities,Non-Current,CollateralFinancingArrangements
Liabilities,Non-Current,CollateralHeldForInsuredObligations
Unclassified,Non-Current,CollateralizedAgreements
Liabilities,Non-Current,CollateralizedFinancings
Liabilities,Non-Current,CollateralizedFinancingsConsolidatedInvestmentEntities
Unclassified,Non-Current,CollateralizedLoanObligation
Unclassified,Non-Current,CollateralizedLoanObligationProceedsHeldAtTrustee1
Liabilities,Non-Current,CollateralizedLoanObligations
Liabilities,Current,CollateralizedLoanObligationsAndSecuredFinancingNet
Liabilities,Current,CollateralizedLoanObligationsNet
Unclassified,Non-Current,CollateralOnForeignCurrencyForwardContract
Unclassified,Non-Current,CollateralOnLoanedSecurities
Unclassified,Non-Current,CollateralPaid
Unclassified,Current,CollateralPaidToInsuranceCarriersNetOfHealthBenefitLossReservesCurrent
Liabilities,Current,CollateralPayableOnLoanedSecurities
Assets,Current,CollateralReceivableDueFromLender
Unclassified,Non-Current,CollateralReceived
Unclassified,Non-Current,CollateralReceivedForLoanedSecurities
Unclassified,Current,CommercialAgreementAssetNet
Unclassified,Current,CommercialAgreementNoncurrent
Unclassified,Non-Current,CommercialBankAcquisitionDeposit
Unclassified,Non-Current,CommercialLoan
Unclassified,Current,CommercialMortgageAndOtherLoansFairValue
Unclassified,Non-Current,Commercialmortgageloanfairvalue
Assets,Non-Current,CommercialMortgageLoanInvestmentProperty
Unclassified,Non-Current,CommercialOfficeBuilding
Unclassified,Non-Current,CommercialPaper
Unclassified,Non-Current,CommercialPaperAndBankLoans
Liabilities,Current,CommercialPaperAndShortTermBankLoansAndOtherNotesPayable
Unclassified,Current,CommercialPaperCurrent
Unclassified,Current,CommercialPaperNoncurrent
Assets,Non-Current,CommercialRealEstateLoanInvestmentsAtFairValue
Unclassified,Non-Current,CommercialRightsLiability
Assets,Current,CommissionFeesAndOtherReceivable
Unclassified,Non-Current,CommissionLiability
Liabilities,Current,CommissionPayable
Liabilities,Current,CommissionPayableCurrent
Assets,Current,CommissionReceivableNonCurrentPortion
Assets,Current,CommissionsAndFloorBrokerageReceivables
Liabilities,Current,CommissionsAndIncentivesPayable
Unclassified,Current,CommissionsAndOther
Assets,Current,CommissionsFeesPremiumsClaimsAndOtherReceivablesGross
Liabilities,Current,CommissionsPayableCurrent
Liabilities,Current,CommissionsPayableToBrokerDealersAndClearingOrganizations
Liabilities,Current,CommissionsPayrollAndPayrollTaxesCurrent
Assets,Current,CommissionsReceivable
Assets,Current,CommissionsReceivableCurrent
Assets,Current,CommissionsReceivableNetCurrent
Assets,Current,CommissionsReceivableNetNoncurrent
Unclassified,Non-Current,CommitmentAndContingencies
Unclassified,Non-Current,CommitmentFee
Unclassified,Non-Current,CommitmentFeeLiability
Liabilities,Current,CommitmentFeePayable
Unclassified,Non-Current,Commitmentsandcontingencie
Unclassified,Non-Current,CommitmentsAndContingencies
Unclassified,Non-Current,CommitmentsAndContingenciesAndGuarantees
Unclassified,Non-Current,CommitmentsAndContingenciesAsPresentedByNewfieldExploration
Unclassified,Non-Current,CommitmentsAndContingenciesbs
Unclassified,Non-Current,CommitmentsAndContingenciesNote12
Liabilities,Current,CommitmentsAndContingentLiabilities
Unclassified,Non-Current,CommitmentsContingenciesAndRegulatoryMatters
Assets,Non-Current,CommitmentsToFundEquityInvestments
Unclassified,Non-Current,CommitmentSubjectToPossibleRedemption
Unclassified,Non-Current,CommitmentToIssueShares
Unclassified,Non-Current,CommittedInvestmentFunds
Liabilities,Non-Current,CommittedInvestmentInTaxEquity
Liabilities,Current,CommodityAndCryptocurrencyFuturesContractsLiabilities
Unclassified,Current,CommodityContractAssetCurrent
Unclassified,Current,CommodityContractAssetNoncurrent
Liabilities,Current,CommodityContractLiabilitiesCurrent
Unclassified,Non-Current,CommodityExchangesAndImbalances
Unclassified,Non-Current,CommodityExchangesAndImbalancesAsset
Assets,Non-Current,CommodityExchangesAndImbalancesAssets
Liabilities,Current,CommodityExchangesAndImbalancesLiabilities
Liabilities,Current,CommodityExchangesAndImbalancesLiabilitiesCurrent
Unclassified,Current,CommodityForwardContractAssetCurrent
Unclassified,Current,CommodityForwardContractAssetNonCurrent
Unclassified,Current,CommodityForwardContractLiabilityCurrent
Unclassified,Current,CommodityForwardContractLiabilityNonCurrent
Equity,Non-Current,CommonAndPreferredStockSharesAuthorized
Liabilities,Current,CommonDividendsPayableCurrent
Equity,Non-Current,CommonEquity
Equity,Non-Current,CommonShareholdersEquity
Unclassified,Non-Current,CommonSharesInGrantorTrustIssuedAndOutstanding
Equity,Non-Current,CommonSharesOutstandingIncludingTreasuryShares
Unclassified,Non-Current,CommonSharesParValueInCHFPerShare
Unclassified,Non-Current,CommonSharesToBeIssued
Equity,Non-Current,CommonSharesTreasuryStock
Equity,Non-Current,CommonStock
Equity,Non-Current,CommonStockAdditionalSeriesParOrStatedValuePerShare
Equity,Non-Current,CommonStockAdditionalSeriesSharesAuthorized
Equity,Non-Current,CommonStockAdditionalSeriesSharesIssued
Equity,Non-Current,CommonStockAdditionalSeriesSharesOutstanding
Equity,Non-Current,CommonStockAdditionalSeriesValue
Equity,Non-Current,CommonStockAdditionalSharesIssued
Equity,Non-Current,CommonStockAndAdditionalPaidInCapital
Equity,Non-Current,CommonStockAtPaidInAmount
Equity,Non-Current,CommonStockAuthorizedToAllotMaximumNominalValue
Equity,Non-Current,CommonStockAValueIssued
Equity,Non-Current,CommonStockCapitalSharesReservedForFutureIssuance
Equity,Non-Current,CommonStockConversionRatio
Equity,Non-Current,CommonStockConvertibleConversionRatio
Equity,Current,CommonStockCurrentValuePerShare
Equity,Non-Current,CommonStockDividendsShares
Equity,Non-Current,CommonStockEquity
Equity,Non-Current,CommonStockHeldByCompanysSubsidiary
Liabilities,Non-Current,CommonStockHeldByNonQualifiedDeferredCompensationPlan
Equity,Non-Current,CommonStockHeldBySubsidiary
Equity,Non-Current,CommonStockHeldBySubsidiaryShares
Equity,Non-Current,Commonstockheldinescrow
Equity,Non-Current,CommonStockHeldInParentCompanyShares
Equity,Non-Current,CommonStockHeldInParentCompanyValue
Equity,Non-Current,CommonStockHeldInRestrictedStockUnitTrust
Equity,Non-Current,CommonStockHeldInRestrictedStockUnitTrustShares
Equity,Non-Current,CommonStockHeldInTrust
Equity,Non-Current,CommonStockHeldInTrustShares
Equity,Non-Current,CommonStockholdersEquity
Equity,Non-Current,CommonStockholdersEquityBeforeTreasuryStock
Equity,Non-Current,CommonStockIncludingAdditionalPaidInCapital
Equity,Current,CommonStockIncludingAdditionalPaidInCapitalNetOfDiscount
Equity,Non-Current,CommonStockIssuable
Equity,Non-Current,CommonStockIssuableNoParValue
Equity,Non-Current,CommonStockIssuableNYI
Equity,Non-Current,CommonStockIssuableParValue
Equity,Non-Current,CommonStockIssuableShare
Equity,Non-Current,CommonStockIssuableShares
Equity,Non-Current,CommonStockIssuableValue
Equity,Non-Current,CommonStockIssuanceCosts
Equity,Non-Current,CommonStockIssuanceCostsParValue
Equity,Non-Current,CommonStockIssuanceCostsSharesIssued
Equity,Non-Current,CommonStockIssued
Equity,Non-Current,CommonStockIssuedEmployeeStockTrust
Liabilities,Non-Current,CommonStockIssuedEmployeeTrustDeferred
Equity,Non-Current,CommonStockIssuedShares
Equity,Non-Current,CommonStockIssuedStockTrust
Equity,Non-Current,CommonStockNonVotingSharesAuthorized
Equity,Non-Current,CommonStockNoParValue
Equity,Current,CommonStockOtherSharesOutstanding
Equity,Current,CommonStockOtherValueOutstanding
Equity,Non-Current,CommonStockOwedButNotIssued
Equity,Non-Current,CommonStockParOrStatedValuePerShare
Equity,Non-Current,CommonStockParOrStatedValuePerShareNonVotingRight
Equity,Non-Current,CommonStockParValueUSDPerShare
Liabilities,Current,CommonStockPayable
Liabilities,Current,CommonStockPayableCurrent
Liabilities,Current,CommonStockPayablePerShare
Liabilities,Current,CommonStockPayables
Liabilities,Current,CommonStockPayableShares
Liabilities,Current,CommonStockPayableValue
Liabilities,Non-Current,CommonStockPurchaseWarrantsLiability
Equity,Non-Current,CommonStockRedemptionValue
Equity,Non-Current,CommonStockRelatedToEmployeeStockOwnershipPlan
Equity,Non-Current,CommonStockRepresentativeShares
Equity,Non-Current,CommonStockRestrictedShares
Equity,Non-Current,CommonStockSecuritiesExchangable
Equity,Non-Current,CommonStockSecuritiesExchangableNoParValue
Equity,Non-Current,CommonStockSecuritiesExchangableSharesIssued
Equity,Non-Current,CommonStockSecuritiesExchangableSharesOutstanding
Equity,Non-Current,CommonStockSharesAuthorized
Equity,Non-Current,CommonStockSharesAuthorizedNonVotingRight
Equity,Non-Current,CommonStockSharesConditionallyAuthorized
Equity,Non-Current,CommonStockSharesDesignated
Equity,Non-Current,CommonStockSharesHeldByWhollyOwnedSubsidiary
Equity,Non-Current,CommonStockSharesHeldInEmployeeTrust
Equity,Non-Current,CommonStockSharesHeldInEmployeeTrust1
Equity,Non-Current,CommonStockSharesHeldInEmployeeTrustShares
Equity,Non-Current,CommonStockSharesIssuable
Equity,Non-Current,CommonStockSharesIssuableOutOfConditionalCapital
Equity,Non-Current,CommonStockSharesIssueCancelled
Equity,Non-Current,CommonStockSharesIssued
Equity,Non-Current,CommonStockSharesIssuedButNotOutstanding
Equity,Non-Current,CommonStockSharesIssuedIndividuals
Equity,Non-Current,CommonStockSharesIssuedLessTreasuryShares
Equity,Current,CommonStockSharesIssuedNetOfTreasuryStock
Equity,Non-Current,CommonStockSharesIssuedNonVotingRight
Equity,Non-Current,CommonStockSharesIssuedVotingTrustees
Equity,Non-Current,CommonStockSharesNonvested
Equity,Non-Current,CommonStockSharesOutstanding
Equity,Non-Current,Commonstocksharesoutstandingbeforetreasuryshares
Equity,Non-Current,CommonStockSharesOutstandingIncludingRSUsVestedButNotYetReleased
Equity,Non-Current,CommonStockSharesOutstandingNonVotingRight
Equity,Non-Current,CommonStockSharesOwnedBySubsidiariesOutstanding
Equity,Non-Current,CommonStockSharesPuttable
Equity,Non-Current,CommonStockSharesRedemption
Equity,Non-Current,CommonStockSharesSubjectToForfeiture
Equity,Non-Current,CommonStockSharesSubscribedButUnissued
Equity,Non-Current,CommonStockSharesSubscriptions
Equity,Non-Current,CommonStockSharesToBeIssued
Equity,Non-Current,CommonStockSharesToIssuedNewShares
Liabilities,Current,CommonStockShareSubscribedButUnissuedSubscriptionsPayable
Assets,Current,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable
Equity,Non-Current,CommonStockSharesUnvested
Equity,Non-Current,CommonStockSharesUnvestedOrRestrictedAwards
Equity,Non-Current,CommonStocksIncludingAdditionalPaidInCapital
Equity,Current,CommonStocksIncludingAdditionalPaidInCapitalNetDeficit
Equity,Current,CommonStocksIncludingAdditionalPaidInCapitalNetOfDiscount
Equity,Non-Current,CommonStocksIssuable
Equity,Non-Current,CommonStockSubjectToPossibleRedemption
Equity,Non-Current,CommonStockSubjectToPossibleRedemptionShares
Equity,Non-Current,CommonStockSubscriptionDeposit
Equity,Non-Current,CommonStockSubscriptionsParOrStatedValuePerShare
Equity,Non-Current,CommonStocksValueOutstanding
Equity,Non-Current,CommonStockToBeCancelled
Equity,Non-Current,CommonStockToBeIssue
Equity,Non-Current,CommonStockToBeIssued
Equity,Non-Current,CommonStockToBeIssuedDuringPeriod
Equity,Non-Current,CommonStockToBeIssuedParOrStatedValuePerShare
Equity,Non-Current,CommonStockToBeIssuedShares
Equity,Non-Current,CommonStockToBeIssuedSharesOutstanding
Equity,Non-Current,CommonStockToBeIssuedValue
Equity,Non-Current,Commonstocktreasuryshares
Equity,Non-Current,CommonStockValue
Equity,Non-Current,CommonStockValueAndAPIC
Equity,Non-Current,CommonStockValueCommonAndTreasury
Equity,Non-Current,CommonStockValueHeldForFutureIssuance
Equity,Non-Current,CommonStockValueIssue
Equity,Non-Current,CommonStockValueIssued
Equity,Non-Current,CommonStockValueIssuedAfterAnnualGeneralMeeting
Equity,Non-Current,CommonStockValueNonVotingRight
Equity,Non-Current,CommonStockvalueone
Equity,Non-Current,CommonStockValueOutstanding
Equity,Non-Current,CommonStockValueReverseSplit
Equity,Non-Current,CommonStockValues
Equity,Non-Current,CommonStockValueToBeIssued
Equity,Non-Current,CommonStockValueYetToBeIssued
Equity,Non-Current,CommonStockVotePerShare
Equity,Non-Current,CommonStockVotesPerShare
Equity,Non-Current,CommonStockVotingRight_per_Share
Equity,Non-Current,CommonStockVotingRightsPerShare
Liabilities,Non-Current,CommonStockWarrant
Liabilities,Non-Current,CommonStockWarrantAndOptionLiabilities
Liabilities,Non-Current,CommonStockWarrantLiabilities
Liabilities,Current,CommonStockWarrantLiabilitiesCurrent
Liabilities,Non-Current,CommonStockWarrantLiability
Liabilities,Current,CommonStockWarrantLiabilityNoncurrent
Liabilities,Non-Current,CommonStockWarrants
Liabilities,Current,CommonStockWarrantsLiabilityNoncurrent
Equity,Non-Current,CommonStockYetToBeIssued
Unclassified,Non-Current,CommonUnitAuthorized
Equity,Non-Current,CommonUnitholderReturnOfCapital
Unclassified,Non-Current,CommonUnitholdersCommitment
Unclassified,Non-Current,CommonUnitholdersCommitmentUnitsIssued
Unclassified,Non-Current,CommonUnitholdersCommitmentUnitsOutstanding
Unclassified,Non-Current,CommonUnitholdersCommitmentValue
Unclassified,Non-Current,CommonUnitholdersOfferingCost
Unclassified,Non-Current,CommonUnitholdersOfferingCosts
Equity,Non-Current,CommonUnitholdersReturnOfCapital
Equity,Non-Current,CommonUnitholdersReturnsOfCapital
Unclassified,Non-Current,CommonUnitholdersUndrawnCommitment
Unclassified,Non-Current,CommonUnitholdersUndrawnCommitmentsValue
Unclassified,Non-Current,CommonUnitholdersUndrawnCommitmentUnitsIssued
Unclassified,Non-Current,CommonUnitholdersUndrawnCommitmentUnitsOutstanding
Unclassified,Non-Current,CommonUnitholdersUndrawnCommitmentValue
Unclassified,Non-Current,CommonUnitIssuanceValue
Unclassified,Non-Current,CommonUnitIssued
Unclassified,Non-Current,CommonUnitOutstanding
Equity,Non-Current,CommonUnitsCapitalAccounts
Unclassified,Non-Current,CommonUnitsToBeIssued
Liabilities,Current,CommonWarrantLiabilityNoncurrent
Unclassified,Non-Current,CompanyIssuedMBSIncludedInAvailableForSale
Unclassified,Non-Current,CompanyIssuedMBSIncludedInTrading
Unclassified,Non-Current,CompensatedAbsencesLiability
Unclassified,Non-Current,CompensationAndBenefitsTrust
Liabilities,Current,CompensationPayable
Assets,Current,CompensationReceivableForConsumptionTaxCurrent
Assets,Current,CompensationReceivableForConsumptionTaxNoncurrentNet
Assets,Non-Current,CompletedPlant
Unclassified,Current,ComplianceObligationCurrent
Unclassified,Current,ComplianceObligationNonCurrent
Unclassified,Non-Current,ComputerHardwareAndSoftware
Unclassified,Current,ComputerSoftwareNet
Unclassified,Non-Current,ConcentrationRiskPercentage1
Assets,Current,ConsiderationForAcquisitionOfAssetsCurrent
Assets,Current,ConsiderationForAcquisitionOfAssetsNonCurrent
Liabilities,Current,ConsiderationPayableCurrent
Liabilities,Current,ConsiderationPayableMeridianAcquisitionNoncurrent
Liabilities,Current,ConsiderationPayableNoncurrent
Liabilities,Current,ConsiderationPayableOnAcquisitionCurrent
Liabilities,Current,ConsiderationsPayableCurrent
Liabilities,Current,ConsolidatedAccruedLiabilitiesAndDeferredRevenue
Assets,Non-Current,ConsolidatedAssetsNotOwned
Assets,Non-Current,ConsolidatedInvestmentsAssetsAtFairValue
Liabilities,Current,ConsolidatedLiabilitiesNotOwned
Unclassified,Non-Current,ConstructionAdvances
Assets,Current,ConstructionContractorReceivableIncludingContractRetainage
Assets,Current,ConstructionContractorReceivableRetainage
Assets,Current,ConstructionContractorReceivableRetainageAfterYearOne
Liabilities,Current,ConstructionFinanceLiabilitiesCurrentPortion
Liabilities,Current,ConstructionFinanceLiabilitiesLongTerm
Unclassified,Non-Current,Constructioninprogresofconsolidatedvariableieestentity
Unclassified,Non-Current,ConstructionInProgress
Unclassified,Non-Current,ConstructionInProgressGross
Unclassified,Non-Current,ConstructionInProgressGross1
Unclassified,Current,ConstructionInProgressNet
Unclassified,Current,ConstructionInProgressNoncurrent
Unclassified,Non-Current,ConstructionLoan
Unclassified,Current,ConstructionLoanNoncurrent
Assets,Current,ConstructionLoanReceivable
Liabilities,Current,ConstructionPayableCurrent
Liabilities,Current,ConstructionPayableCurrentAndNoncurrent
Unclassified,Non-Current,ConstructionsInProgressGross
Unclassified,Non-Current,ConstructionWorkInProgress
Unclassified,Non-Current,ConstructionWorkInProgressGross
Unclassified,Non-Current,ConsultingFees
Assets,Non-Current,ConsumativeBiologicalAssets
Unclassified,Non-Current,ConsumerHeldForSaleFairValueDisclosure
Unclassified,Non-Current,ConsumerLoans
Unclassified,Current,ConsumerLoansCurrent
Unclassified,Non-Current,ConsumerLoansHeldForInvestment
Unclassified,Non-Current,ConsumerLoansHeldForInvestmentFairValueDisclosure
Unclassified,Current,ConsumerLoansNoncurrent
Unclassified,Non-Current,ConsumerNotes
Assets,Current,ConsumerReceivablesHeldForSale
Liabilities,Current,ConsumptionTaxesPayables
Liabilities,Current,Consumptiontaxpayable
Unclassified,Current,ContentAdvancesCurrent
Unclassified,Current,ContentAdvancesNoncurrentNetOfCurrentPortion
Assets,Current,ContentAssetsCurrent
Assets,Current,ContentAssetsNet
Assets,Current,ContentAssetsNetNoncurrent
Assets,Current,ContentAssetsNonCurrent
Liabilities,Current,ContentCostsPayableCurrent
Liabilities,Current,ContentLiabilities
Liabilities,Current,ContentLiabilitiesCurrent
Liabilities,Current,ContentLiabilitiesNoncurrent
Unclassified,Current,ContentLibraryNetCurrent
Unclassified,Current,ContentLibraryNetNoncurrent
Unclassified,Current,ContentNet
Liabilities,Current,ContentPayablesCurrent
Liabilities,Current,ContentPayablesNonCurrent
Liabilities,Current,ContentRelatedPayablesCurrent
Unclassified,Current,ContentRightsNet
Unclassified,Non-Current,ContingenciesAndCommitments
Unclassified,Current,ContingenciesCurrent
Unclassified,Non-Current,ContingentCommission
Assets,Current,ContingentCommissionReceivableLptAgreement
Unclassified,Non-Current,ContingentConsideration
Unclassified,Current,ContingentConsiderationAssetCurrent
Equity,Non-Current,ContingentConsiderationClassifiedAsEquityFairValueDisclosure
Unclassified,Current,ContingentConsiderationCurrent
Liabilities,Current,ContingentConsiderationForDebtCompliance
Unclassified,Non-Current,ContingentConsiderationLiability
Unclassified,Current,ContingentConsiderationLiabilityCurrent
Unclassified,Non-Current,ContingentConsiderationLiabilityFuturePowerCredits
Unclassified,Current,ContingentConsiderationLiabilityFuturePowerCreditsCurrentPortion
Unclassified,Current,ContingentConsiderationNoncurrent
Unclassified,Non-Current,ContingentConsiderationNumberOfEarnoutShares
Unclassified,Non-Current,ContingentConsiderationOutstanding
Assets,Current,ContingentConsiderationReceivable
Unclassified,Non-Current,ContingentConsiderationRecognisedAsOfAcquisitionDate
Unclassified,Non-Current,ContingentConsiderations
Unclassified,Non-Current,ContingentConsiderationUnderPurchaseAgreements
Unclassified,Non-Current,ContingentEarnoutLiability
