Category,Subcategory,XBRL Tag
Liabilities,Current,TradingLiabilities
Unclassified,Non-Current,TradingLoans
Unclassified,Current,TradingPropertiesCurrent
Unclassified,Current,TradingPropertiesNonCurrent
Unclassified,Non-Current,TradingSecurities
Unclassified,Non-Current,TradingSecurities1
Assets,Non-Current,TradingSecuritiesAndFinancialAssetsMeasuredAtFairValueThroughIncomeStatement
Assets,Non-Current,TradingSecuritiesAndFinancialInstrumentsOwnedPrincipalInvestmentsAtFairValue
Unclassified,Non-Current,TradingSecuritiesAtFairValueOption
Unclassified,Non-Current,TradingSecuritiesAtFairValueThroughProfitOrLoss
Unclassified,Current,TradingSecuritiesCurrent
Liabilities,Current,TradingSecuritiesDebt
Liabilities,Current,TradingSecuritiesDebtAmortizedCost
Equity,Non-Current,TradingSecuritiesEquity
Unclassified,Non-Current,TradingSecuritiesFairValue
Unclassified,Non-Current,TradingSecuritiesFairValueDisclosure
Unclassified,Non-Current,TradingSecuritiesNotPledgedAsCollateral
Unclassified,Current,TradingSecuritiesOther
Unclassified,Non-Current,TradingSecuritiesPledgedAsCollateral
Assets,Non-Current,TradingSecuritiesRestrictedAssets
Unclassified,Non-Current,TrainingCourses
Unclassified,Non-Current,TraLiability
Liabilities,Current,TransactionCostsPayableCurrent
Unclassified,Non-Current,TransactionDeposits
Liabilities,Current,TransactionFeesPayableCurrentAndNoncurrent
Liabilities,Non-Current,TransactionsWithNoncontrollingInterests
Liabilities,Current,TransferAgentFeesPayable
Liabilities,Current,TransferAgentsFeesPayable
Assets,Current,TransferOfFinancialAssetsAccountedForAsSalesAmountDerecognizedNoncurrent
Assets,Non-Current,TransfersAccountedForAsSecuredBorrowingsAssetsCarryingAmount
Liabilities,Current,TransfersAccountedForAsSecuredBorrowingsAssociatedLiabilitiesCarryingAmount
Assets,Non-Current,TransfersOfFinancialAssetsAccountedForAsSaleInitialFairValueOfAssetsObtainedAsProceeds
Liabilities,Current,TransitAccountsPayable
Liabilities,Current,TransitionAndSystemRestorationBondsLongTermDebtCurrent
Liabilities,Current,TransitionAndSystemRestorationBondsLongTermDebtNonCurrent
Liabilities,Current,TransitionServicesAgreementPayablesAndOtherAccruedLiabilitiesCurrent
Assets,Current,TransitionServicesAgreementReceivableCurrent
Liabilities,Current,TranslationAdjustmentFunctionalToReportingCurrencyNetOfTax
Unclassified,Non-Current,TranslationDifferencesReserve
Liabilities,Current,TransmissionInterconnectionArrangementLiabilities
Liabilities,Current,TransportationAndStorageContractsNoncurrentLiabilities
Unclassified,Non-Current,TravelersChequesOutstanding
Equity,Non-Current,TreasureStockParOrStatedValuePerShare
Liabilities,Current,TreasurySecuritiesPayable
Equity,Non-Current,TreasuryShares
Equity,Non-Current,TreasurySharesParValue
Equity,Non-Current,TreasurySharesParValuePerShare
Equity,Non-Current,TreasurySharesSharesIssued
Equity,Non-Current,TreasurySharesSharesOutstanding
Equity,Non-Current,TreasuryStockAcquiredAverageCostPerShare
Equity,Non-Current,TreasuryStockAtCost
Equity,Non-Current,TreasuryStockAveragePricePerShare
Equity,Non-Current,TreasuryStockCarryingBasis
Equity,Non-Current,TreasuryStockCommonAndPreferredShares
Equity,Non-Current,TreasuryStockCommonShare
Equity,Non-Current,TreasuryStockCommonShares
Equity,Non-Current,TreasuryStockCommonSharesIssued
Equity,Non-Current,TreasuryStockCommonValue
Liabilities,Non-Current,TreasuryStockDeferredCompensationShares
Liabilities,Non-Current,TreasuryStockDeferredEmployeeStockOwnershipPlan
Equity,Non-Current,TreasuryStockDividendsDistributable
Equity,Non-Current,TreasuryStockEmployeeStockTrust
Liabilities,Non-Current,TreasuryStockHeldForDeferredCompensationAtCost
Equity,Non-Current,TreasuryStockNumberOfSharesHeld
Equity,Non-Current,TreasuryStockOutstandingShares
Equity,Non-Current,TreasuryStockParOrStatedValuePerShare
Equity,Non-Current,TreasuryStockParValue
Liabilities,Current,TreasuryStockPayableCurrent
Equity,Non-Current,TreasuryStockPreferredAndCommonStock
Equity,Non-Current,TreasuryStockPreferredShares
Equity,Non-Current,TreasuryStockPreferredValue
Equity,Non-Current,TreasuryStockPricePerShare
Equity,Non-Current,TreasuryStockShare
Equity,Non-Current,TreasuryStockShares
Equity,Non-Current,TreasuryStockShares1
Equity,Non-Current,TreasuryStockSharesAcquired
Equity,Non-Current,TreasuryStockSharesOutstanding
Equity,Non-Current,TreasuryStockSharesParValue
Equity,Non-Current,TreasuryStockSharesRetired
Equity,Non-Current,TreasuryStocksShares
Equity,Non-Current,TreasuryStockValue
Equity,Non-Current,TreasuryStockValueAcquiredParValueMethod
Equity,Non-Current,TreasuryStockValues
Unclassified,Current,TruckFloorPlanInventoriesNet
Unclassified,Non-Current,TrucksAndAutosGross
Unclassified,Current,TrueUpSharesLiabilityCurrent
Assets,Current,TrustAccountReceivable
Equity,Non-Current,TrustCapitalAccount
Unclassified,Non-Current,TrustCertificatesSharesAuthorized
Unclassified,Non-Current,TrustCertificatesSharesIssued
Unclassified,Non-Current,TrustCertificatesSharesOutstanding
Unclassified,Non-Current,TrustCertificatesValueIssued
Unclassified,Non-Current,TrusteeFee
Liabilities,Current,TrusteeTaxesPayableCurrent
Equity,Non-Current,Trustpreferredsecurities
Equity,Non-Current,UnallocatedCommonStockHeldByBenefitPlans
Equity,Non-Current,UnallocatedCommonStockHeldByEmployeeStockOwnershipPlan
Equity,Non-Current,UnallocatedEmployeeStockOptionPlanValue
Unclassified,Non-Current,UnallocatedEssopShares
Unclassified,Non-Current,UnallocatedReserve
Unclassified,Non-Current,UnamortizedCorporateCreditFacilityIssuanceCosts
Liabilities,Current,UnamortizedDebtIssuanceExpense
Assets,Non-Current,UnamortizedDeferredChargeAssetsOnReinsuranceAssumed
Liabilities,Non-Current,UnamortizedDeferredChargesOnReinsuranceAssumed
Assets,Current,UnamortizedEnergyContractAssetsCurrent
Assets,Current,UnamortizedEnergyContractAssetsNoncurrent
Liabilities,Current,UnamortizedEnergyContractLiabilitiesCurrent
Liabilities,Current,UnamortizedEnergyContractLiabilitiesNoncurrent
Liabilities,Non-Current,UnamortizedFinancingCost
Assets,Non-Current,UnamortizedIntangibleLeaseAssets
Unclassified,Non-Current,UnamortizedLeasingFeesToRelatedParty
Unclassified,Non-Current,UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiums
Liabilities,Current,UnamortizedLossReacquiredDebtNoncurrent
Unclassified,Non-Current,UnamortizedNotesIssuanceCosts
Unclassified,Non-Current,UnamortizedProductToolingCosts
Unclassified,Non-Current,UnamortizedRevolvingFundingFacilityIIIssuanceCosts
Unclassified,Non-Current,UnamortizedRevolvingFundingFacilityIssuanceCosts
Unclassified,Non-Current,UnamortizedSubscriptionCreditFacilityIssuanceCosts
Assets,Current,UnbilledAccountsReceivableAllowanceForCreditLoss
Assets,Current,UnbilledAccountsReceivableCurrent
Assets,Current,UnbilledAndOtherReceivablesCurrent
Assets,Current,UnbilledContractsReceivable
Assets,Current,UnbilledContractsReceivableAllowanceforCreditLossCurrent
Assets,Current,UnbilledContractsReceivableFromUSGovernment
Unclassified,Current,UnbilledFeesNet
Assets,Current,UnbilledReceivableNetCurrent
Assets,Current,UnbilledReceivableNonCurrent
Assets,Current,UnbilledReceivables
Assets,Current,UnbilledReceivablesAndContractWithCustomerAssetAfterAllowanceForCreditLossCurrent
Assets,Current,UnbilledReceivablesCurrent
Assets,Current,UnbilledReceivablesFromRelatedParty
Assets,Current,UnbilledReceivablesNonCurrent
Assets,Current,UnbilledReceivablesOnUncompletedContracts
Assets,Current,UnbilledReceivablesWorkInProcess
Liabilities,Non-Current,UnbilledRevenue
Liabilities,Non-Current,UnbilledRevenues
Liabilities,Non-Current,UnbilledRevenuesAllowanceForCreditLosses1
Liabilities,Current,UnbilledRevenuesCurrent
Unclassified,Non-Current,UnbilledServices
Unclassified,Non-Current,UnbilledServicesAllowanceforCreditLosses
Liabilities,Current,UncertainTaxLiabilityCurrent
Liabilities,Current,UncertainTaxPositionLiabilities
Liabilities,Non-Current,UncertainTaxPositionLiability
Assets,Non-Current,UnclassifiedAssetsOfDisposalGroupIncludingDiscontinuedOperation
Liabilities,Current,UnclassifiedLiabilitiesOfDisposalGroupIncludingDiscontinuedOperation
Unclassified,Non-Current,UnconsolidatedInvestmentNonSecurityAtFairValue
Assets,Current,UnderRecoveredFuelClauseRevenuesReceivablesCurrent
Liabilities,Non-Current,UnderRecoveredRegulatoryClauseRevenues
Liabilities,Non-Current,UnderwritersDeferredCompensation
Liabilities,Current,UnderwritersPromissoryNotesCurrentLiabilities
Liabilities,Current,UnderwritersPromissoryNotesNonCurrentLiabilities
Liabilities,Current,UnderwritingFeePayableNoncurrent
Equity,Non-Current,UndesignatedCapitalStockNoParValue
Equity,Non-Current,UndesignatedCapitalStockParValue
Equity,Non-Current,UndesignatedCapitalStockSharesAuthorized
Equity,Non-Current,UndesignatedCapitalStockSharesDesignated
Equity,Non-Current,UndesignatedCapitalStockSharesIssued
Equity,Non-Current,UndesignatedCapitalStockSharesOutstanding
Equity,Non-Current,UndesignatedCapitalStockValue
Equity,Non-Current,UndesignatedPreferredStock
Equity,Non-Current,UndesignatedPreferredStockParOrStatedValuePerShare
Equity,Non-Current,UndesignatedPreferredStockSharesAuthorized
Equity,Non-Current,UndesignatedPreferredStockSharesIssued
Equity,Non-Current,UndesignatedPreferredStockSharesOutstanding
Unclassified,Non-Current,UndesignatedSharesValueIssued
Unclassified,Non-Current,UndevelopedLandAndConstructionInProgress
Liabilities,Current,UndistributedRevenueAndAccruedRoyaltiesCurrent
Liabilities,Non-Current,UndistributedRevenuesAndRoyalties
Equity,Non-Current,UnearnedCommonStockHeldByEmployeeStockOwnershipPlanUnallocatedShares
Unclassified,Current,UnearnedCompensationCurrent
Unclassified,Current,UnearnedCompensationNonCurrent
Equity,Non-Current,UnearnedEmployeeStockOwnershipPlanShares
Unclassified,Non-Current,UnearnedESOPShares
Unclassified,Non-Current,UnearnedEsopSharesCost
Unclassified,Non-Current,UnearnedEsopSharesHistoricalCost
Unclassified,Non-Current,UnearnedEsopSharesOutstanding
Unclassified,Non-Current,UnearnedIncome
Unclassified,Non-Current,UnearnedIncomeLoan
Unclassified,Non-Current,UnearnedInsurancePremiums
Liabilities,Non-Current,UnearnedInterestIncome
Liabilities,Current,UnearnedInterestIncomeCurrent
Liabilities,Current,UnearnedInterestIncomeNoncurrent
Unclassified,Current,UnearnedPremiumAnddiscountCurrent
Unclassified,Non-Current,UnearnedPremiumAndPolicyReserves
Unclassified,Non-Current,UnearnedPremiums
Liabilities,Non-Current,UnearnedPremiumsAndLiabilityForUnpaidClaimsAndClaimAdjustmentExpense
Liabilities,Non-Current,UnearnedRevenue
Liabilities,Current,UnearnedRevenueCurrent
Liabilities,Non-Current,UnearnedRevenueOnServiceContractsRelatedParty
Unclassified,Current,UnearnedRoyaltiesCurrent
Liabilities,Current,UnearnedServiceRevenueCurrent
Liabilities,Non-Current,UnearnedWarrantyRevenue
Assets,Non-Current,UnevaluatedOilAndGasPropertyFullCostMethodGross
Equity,Non-Current,UnfavorableContractUnderEquityMethodInvestment
Assets,Non-Current,UnfavorableRealEstateLeasesAccumulatedAmortization
Liabilities,Non-Current,UnicoinRightsFinancingObligationNote8
Unclassified,Current,UniformsAndOtherRentalItemsInService
Equity,Non-Current,UnissuedCapital
Equity,Non-Current,UnissuedCommonStock
Equity,Non-Current,UnitholderCapitalAccount
Unclassified,Non-Current,UnitsIssued
Unclassified,Non-Current,UnlistedOptionsReserve
Unclassified,Non-Current,UnprovedNaturalGasAndCrudeOilPropertiesUsingFullCostMethod
Unclassified,Non-Current,UnprovedOilAndGasPropertiesAndPropertiesUnderDevelopmentNotBeingAmortizedFullCostMethod
Unclassified,Non-Current,UnprovedOilAndGasPropertiesValuationAllowance
Assets,Non-Current,UnprovedOilAndGasPropertyFullCostMethodGross
Assets,Non-Current,UnprovedOilAndGasPropertySuccessfulEffortMethod
Unclassified,Current,UnprovedPropertiesAndPropertiesUnderDevelopmentNotBeingAmortizedNoncurrent
Assets,Non-Current,UnrealizedDepreciationOnForeignCurrencyForwardContracts
Assets,Non-Current,UnrealizedDepreciationOnForwardContracts
Assets,Non-Current,UnrealizedDepreciationOnFuturesContracts
Assets,Non-Current,UnrealizedDepreciationOnFuturesContractsFairValue
Assets,Non-Current,UnrealizedDepreciationOnOpenFuturesContracts
Assets,Non-Current,UnrealizedDepreciationOnUnfundedCommitments
Unclassified,Non-Current,UnrealizedGainLossOnMarketableSecurities
Unclassified,Non-Current,UnrealizedGainLossOnOpenCommodityFuturesAndClearedSwapContracts
Unclassified,Non-Current,UnrealizedGainLossOnOpenCommodityFuturesContracts
Unclassified,Current,UnrealizedGainLossOnOpenCommodityFuturesContractsCurrentAndNoncurrent
Unclassified,Non-Current,UnrealizedGainLossOnOpenOtcCommoditySwapContracts
Unclassified,Non-Current,UnrealizedGainLossOnOpenSwapContracts
Unclassified,Non-Current,UnrealizedGainOnDerivativeContracts
Unclassified,Current,UnrealizedGainsAndLossesOnOtherThanTemporarilyImpairedSecurities
Unclassified,Current,UnrealizedGainsAndLossesOnSecuritiesNotOtherThanTemporarilyImpaired
Unclassified,Non-Current,UnrealizedOnOpenFuturesContracts
Unclassified,Non-Current,UnrealizedTradingGainsLossesOnOpenForwardContracts
Unclassified,Non-Current,UnrealizedTradingGainsLossesOnOpenSwapContracts
Unclassified,Non-Current,UnrealizedTradingGainsOnOpenForwardContracts
Unclassified,Non-Current,UnrealizedTradingGainsOnOpenFuturesContracts
Unclassified,Non-Current,UnrealizedTradingGainsOnOpenSwapContracts
Liabilities,Non-Current,UnrecognizedTaxBenefits
Liabilities,Current,UnrecognizedTaxBenefitsAccruedTaxes
Liabilities,Current,UnrecognizedTaxBenefitsNet
Liabilities,Current,UnrecognizedTaxBenefitsNetOfPortionUsedToReduceDeferredTaxAsset
Liabilities,Non-Current,UnrecognizedTaxBenefitsTotal
Liabilities,Non-Current,UnrecognizedTaxsBenefit
Unclassified,Non-Current,UnredeemedGiftCardLiability
Unclassified,Current,UnredeemedGiftCardsAndGiftCertificatesCurrent
Assets,Non-Current,UnregulatedEnergyPropertyPlantAndEquipment
Unclassified,Non-Current,UnsecuredConvertibleNote
Liabilities,Current,UnsecuredDebt
Liabilities,Current,UnsecuredDebtCurrent
Unclassified,Non-Current,UnsecuredExchangableSeniorNotesDiscount
Unclassified,Non-Current,UnsecuredLineOfCredit
Unclassified,Non-Current,UnsecuredLongTermBorrowingsAtFairValue
Liabilities,Current,UnsecuredLongTermDebt
Liabilities,Current,UnsecuredLongTermDebtNoncurrentNet
Unclassified,Non-Current,UnsecuredPromissoryNoteToRelatedParties
Unclassified,Non-Current,UnsecuredSeniorNotes
Unclassified,Current,UnsecuredSeniorNotesNet
Unclassified,Current,UnsecuredShortTermBorrowingsIncludingCurrentPortionOfUnsecuredLongTermBorrowings
Unclassified,Current,UnsecuredShortTermBorrowingsIncludingCurrentPortionOfUnsecuredLongTermBorrowingsAtFairValue
Liabilities,Current,UnsettledFundPayables
Assets,Current,UnsettledFundReceivables
Unclassified,Non-Current,UnsettledPaydown
Unclassified,Non-Current,UnsettledTradesToPurchaseSecuritiesLiability
Unclassified,Non-Current,UnsoldLotsAndHousingUnits
Equity,Non-Current,UnvestedRestrictedStock
Equity,Non-Current,UnvestedRestrictedStockValue
Unclassified,Current,UpfrontRegionalDeveloperFeesCurrent
Unclassified,Current,UpfrontRegionalDeveloperFeesNoncurrent
Unclassified,Non-Current,USAgencyMortgageBackedSecuritiesFairValue
Unclassified,Current,USDollarCoinCurrent
Unclassified,Non-Current,UserHeldFractionalSharesAmount
Unclassified,Non-Current,USGovernmentAndAgencies
Assets,Non-Current,USGovernmentAndAgenciesAssets
Liabilities,Current,USTransitionTaxPayable
Equity,Non-Current,USTreasuryBills
Unclassified,Current,UTBLiabilityNet
Assets,Non-Current,UtilitiesPropertyPlantAndEquipmentGross
Unclassified,Non-Current,UtilityImprovementRefund
Assets,Current,UtilityPlantInServiceNet
Unclassified,Non-Current,VacationPay
Unclassified,Non-Current,ValuationAllowancesAndReservesBalance
Unclassified,Non-Current,ValuationAllowancesForHeldForInvestment
Liabilities,Current,ValueAddedTaxPayable
Assets,Current,ValueAddedTaxReceivable
Assets,Current,ValueAddedTaxReceivableCurrent
Assets,Current,ValueAddedTaxReceivableNoncurrent
Assets,Current,ValueAddedTaxReceivables
Liabilities,Non-Current,ValueAddedTaxRecoverable
Liabilities,Current,ValueAddedTaxVatPayable
Unclassified,Non-Current,ValueOfBusinessAcquiredVOBA
Liabilities,Current,ValueOfStockPayable
Liabilities,Current,ValueOfStockPayableRelatedParty
Assets,Non-Current,VariableInterestEntityAssets
Liabilities,Current,VariableInterestEntityCollateralizedLoanObligationSecuritiesLongTermDebt
Assets,Non-Current,VariableInterestEntityConsolidatedAssetsatFairValue
Liabilities,Current,VariableInterestEntityConsolidatedCarryingAmountLiabilities1
Liabilities,Current,VariableInterestEntityConsolidatedCarryingAmountLiabilitiesWithoutRecourse
Liabilities,Current,VariableInterestEntityConsolidatedCarryingAmountLiabilitiesWithRecourse
Liabilities,Current,VariableInterestEntityConsolidatedLiabilitiesAtFairValue
Liabilities,Non-Current,VariableInterestEntityEntityMaximumLossExposureAmount
Liabilities,Current,VariableInterestEntityLiabilities
Assets,Non-Current,VariableInterestEntityOwnershipPercentage
Equity,Non-Current,VariableShareSettledRestrictedStockUnits
Assets,Current,VariationMarginReceivableCurrencyFuturesContracts
Assets,Current,VariationMarginReceivableDerivative
Unclassified,Non-Current,Vehicle
Assets,Non-Current,VehicleAndEquipmentLoans
Liabilities,Current,VehicleFloorplanPayable
Liabilities,Current,VehicleFloorPlanPayableNonTrade
Liabilities,Current,VehicleFloorPlanPayableTrade
Unclassified,Non-Current,VehicleGross
Unclassified,Current,VehicleLoanCurrentPortion
Unclassified,Non-Current,VehiclePoolingCosts
Unclassified,Non-Current,VehiclesGross
Unclassified,Current,VehiclesNet
Unclassified,Current,VendorAdvancesCurrent
Unclassified,Current,VendorAdvancesNonCurrent
