tag,category,subcategory
SeverancePayableFund,Liabilities,Current
SeverancePayAsset,Unclassified,Non-Current
SeverancePayFundNoncurrent,Unclassified,Current
SeverancePayFunds,Unclassified,Non-Current
SeverancePaymentNet,Unclassified,Current
SfasRegulatoryAssetNet,Unclassified,Current
ShareAuthorized,Unclassified,Non-Current
ShareBasedAwards,Unclassified,Non-Current
ShareBasedCompensation,Unclassified,Non-Current
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,Equity,Current
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,Unclassified,Non-Current
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,Unclassified,Non-Current
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,Unclassified,Non-Current
ShareBasedCompensationArrangementByShareBasedPaymentAwardPerShareWeightedAveragePriceOfSharesPurchased,Unclassified,Non-Current
ShareBasedCompensationArrangementRecordedLiabilityFairValueDisclosureCurrent,Unclassified,Current
SharebasedCompensationArrangementRecordedLiabilityFairValueDisclosureNoncurrent,Unclassified,Current
SharebasedPaymentReserve,Unclassified,Non-Current
ShareBasedpaymentReserves,Unclassified,Non-Current
SharebasedTerminationLiability,Unclassified,Non-Current
ShareCapital,Equity,Non-Current
ShareCapitalReceivable,Assets,Current
ShareholderAdvance,Unclassified,Non-Current
ShareholderAdvancesCurrent,Unclassified,Current
ShareholderDistributionPayable,Liabilities,Current
ShareholderLoan,Unclassified,Non-Current
ShareholderRedemptionLiability,Unclassified,Non-Current
ShareholderRedemptionPayableCurrent,Liabilities,Current
ShareholdersAccount,Unclassified,Non-Current
ShareholdersCapital,Equity,Non-Current
ShareholdersCapitalContributions,Equity,Non-Current
ShareholdersDistributionPayableCurrent,Liabilities,Current
ShareholdersDistributions,Unclassified,Non-Current
ShareholdersEquityAccordingToCorrespondingStatement,Equity,Non-Current
ShareholdersEquityAttributableNoncontrollingInterestsDiscontinuedOperations,Liabilities,Non-Current
ShareholdersEquityBeforeTreasuryShares,Equity,Non-Current
ShareholdersEquityBeforeTreasuryStock,Equity,Non-Current
ShareholdersEquityExcludingTreasuryStock,Equity,Current
ShareholdersEquityIncludingTreasuryShares,Equity,Non-Current
ShareholdersEquityPerShare,Equity,Non-Current
Shareholdersequitytotal,Equity,Non-Current
ShareholderServicingFeePayable,Liabilities,Current
ShareholderSettlementsLiabilities,Liabilities,Current
ShareholdersInterestValue,Liabilities,Non-Current
ShareholdersRetainedEarningsAccumulatedDeficit,Equity,Equity
ShareholdersSettlementsRecievables,Unclassified,Non-Current
ShareholdersSyndicationCosts,Unclassified,Non-Current
ShareIssueCosts,Unclassified,Non-Current
ShareIssued,Unclassified,Non-Current
ShareLiabilitiesCurrent,Liabilities,Current
ShareLiability,Unclassified,Non-Current
ShareOfNetLiabilitiesInEquityMethodInvestments,Assets,Current
SharePremium,Unclassified,Non-Current
SharePrice,Unclassified,Non-Current
SharePurchaseCommitmentAmountCurrent,Unclassified,Current
ShareRepurchaseLiabilitiesCurrent,Liabilities,Current
ShareRepurchaseLiabilitiesNetOfCurrentPortion,Liabilities,Current
ShareRepurchaseLiability,Unclassified,Non-Current
ShareRepurchasePayable,Liabilities,Current
ShareRepurchaseProgramTenderOfferPayable,Liabilities,Current
ShareRepurchasesPayable,Liabilities,Current
SharesAcquiredInConnectionWithDirectorsDeferredCompensationPlan,Liabilities,Non-Current
SharesAuthorized,Unclassified,Non-Current
SharesConditionalAuthorized,Unclassified,Non-Current
SharesConditionallyAuthorized,Unclassified,Non-Current
ShareSettledDebtObligation,Liabilities,Current
SharesExchangeableIntoCommonStockValue,Equity,Non-Current
SharesForfeitedSubsequentToExpirationOfUnderwritersOverAllotmentOption,Unclassified,Non-Current
SharesHeldBySERPAtCost,Unclassified,Non-Current
SharesHeldInRabbiTrust,Unclassified,Non-Current
SharesHeldInRabbiTrustAtCost,Unclassified,Non-Current
SharesInTrustAuthorized,Unclassified,Non-Current
SharesInTrustOutstanding,Unclassified,Non-Current
SharesIssuable,Unclassified,Non-Current
SharesIssued,Unclassified,Non-Current
SharesIssuedAndOutstandingSubjectToVestingRestrictions,Unclassified,Non-Current
SharesIssuedparen,Unclassified,Non-Current
SharesIssuedPricePerShare,Unclassified,Non-Current
SharesObligatedToIssue,Unclassified,Non-Current
SharesOfCommonStockToBeIssued,Equity,Non-Current
SharesOutstanding,Unclassified,Non-Current
SharesParValue,Unclassified,Non-Current
SharesPendingIssuance,Unclassified,Non-Current
SharesProceedsReceivableCurrent,Assets,Current
SharesSubjectToForfeiture,Unclassified,Non-Current
SharesSubjectToMandatoryRedemptionSettlementTermsAmount,Unclassified,Non-Current
SharesSubjectToMandatoryRedemptionSettlementTermsAmountCurrent,Unclassified,Current
SharesSubjectToMandatoryRedemptionSettlementTermsAmountCurrentSharesIssued,Unclassified,Current
SharesSubjectToMandatoryRedemptionSettlementTermsAmountCurrentSharesOutstanding,Unclassified,Current
SharesSubjectToMandatoryRedemptionSettlementTermsAmountNoncurrent,Unclassified,Current
SharesSubjectToMandatoryRedemptionSettlementTermsFairValueOfShares,Unclassified,Non-Current
SharesSubjectToMandatoryRedemptionSettlementTermsMaximumNumberOfShares,Unclassified,Non-Current
SharesSubjectToMandatoryRedemptionSettlementTermsNumberOfShares,Unclassified,Non-Current
SharesSubjectToPossibleRedemption,Unclassified,Non-Current
SharesToBeCancelled,Unclassified,Non-Current
SharesToBeIssued,Unclassified,Non-Current
SharesToBeIssuedCommonSharesValue,Unclassified,Non-Current
SharesToBeIssuedCurrent,Unclassified,Current
SharesToBeIssuedSharesOfCommonStock,Equity,Non-Current
SharesToBeIssuedStrategicEntity,Unclassified,Non-Current
SharesToBeIssuedTotal,Unclassified,Non-Current
SharesToBeIssuedValue,Unclassified,Non-Current
ShareSubscription,Unclassified,Non-Current
ShareSubscriptionReceivableCurrent,Assets,Current
ShareSubscriptionReceivedInAdvance,Unclassified,Non-Current
ShareSubscriptionsPayable,Liabilities,Current
ShareSubscriptionsReceived,Unclassified,Non-Current
SharesYetToBeIssuedAmount,Unclassified,Non-Current
ShareToBeIssuedAmount,Unclassified,Non-Current
ShareTrackingAwardPlans,Unclassified,Non-Current
Ships,Unclassified,Non-Current
ShortTermAdvances,Unclassified,Non-Current
ShortTermAndOtherInvestments,Assets,Current
ShorttermBankDeposits,Unclassified,Non-Current
ShortTermBankLoansAndNotesPayable,Liabilities,Current
ShortTermBorrowings,Unclassified,Non-Current
ShortTermBorrowingsAndInterestRateSwap,Liabilities,Non-Current
ShortTermBorrowingsAndLineOfCreditCurrent,Unclassified,Current
ShortTermBorrowingsAndLongTermDebtCurrent,Liabilities,Current
ShortTermBorrowingsAndOtherInterestBearingLiabilities,Liabilities,Current
ShortTermBorrowingsAtFairValueOption,Unclassified,Non-Current
ShortTermBorrowingsDueToRelatedPartiesCurrent,Unclassified,Current
ShortTermBorrowingsFairValue,Unclassified,Non-Current
ShorttermBorrowingsFinancialProducts,Unclassified,Non-Current
ShortTermBorrowingsFromRelatedParties,Unclassified,Non-Current
ShortTermBorrowingsFromThirdParties,Unclassified,Non-Current
ShortTermBorrowingsIncludingCommercialPaper,Unclassified,Non-Current
ShortTermBorrowingsIncludingLongTermDebtCurrent,Liabilities,Current
ShortTermBorrowingsIncludingLongTermDebtCurrentAndShortTermSecuritizationBorrowings,Liabilities,Current
ShorttermBorrowingsMachineryAndEngines,Unclassified,Non-Current
ShortTermBorrowingsNetOfDebtDiscounts,Liabilities,Current
ShortTermBorrowingsRelatedParty,Unclassified,Non-Current
ShortTermBorrowingsUnderMoneyMarketLiquidityFacility,Unclassified,Non-Current
ShortTermBusinessFinancing,Liabilities,Non-Current
ShortTermConvertibleDebtPayableToRelatedParty,Liabilities,Current
ShorttermConvertibleLoans,Unclassified,Non-Current
ShortTermConvertibleNotesPayableIncludingNonconvertiblePenalty,Liabilities,Current
ShortTermConvertiblePromissoryNotesAndDerivativeLiability,Unclassified,Non-Current
ShortTermConvertiblePromissoryNotesAndDerivativeLiabilityRelatedParty,Unclassified,Non-Current
ShortTermCreditFacilityAtmFunding,Unclassified,Non-Current
ShorttermDebt,Liabilities,Current
ShortTermDebtAndCurrentMaturitiesOfLongTermDebt,Liabilities,Current
ShortTermDebtAndFederalFundsPurchased,Liabilities,Current
ShortTermDebtAndLoansPayableCurrent,Liabilities,Current
ShortTermDebtAndLongTermDebtCurrentMaturities,Liabilities,Current
ShortTermDebtAndMaturitiesOfLongTermDebtCurrent,Liabilities,Current
ShortTermDebtAtFairValue,Liabilities,Current
ShortTermDebtExcludingCapitalLeaseObligations,Liabilities,Current
ShortTermDebtExcludingRepurchaseAgreements,Liabilities,Current
ShorttermDebtFairValue,Liabilities,Current
ShortTermDebtFairValueDisclosure,Liabilities,Current
ShortTermDebtIncludingCapitalLeaseObligations,Liabilities,Current
ShortTermDebtNetCurrent,Liabilities,Current
ShortTermDebtOtherPayableToRelatedParty,Liabilities,Current
ShortTermDebtRelatedParties,Liabilities,Current
ShortTermDebtUnaffilliated,Liabilities,Current
ShortTermDeposit,Unclassified,Non-Current
ShorttermDepositsClassifiedAsCashEquivalents,Assets,Non-Current
ShorttermDepositsNotClassifiedAsCashEquivalents,Assets,Non-Current
ShorttermEmployeeBenefitsAccruals,Unclassified,Non-Current
ShorttermFederalReserveBankAdvances,Unclassified,Non-Current
ShortTermFinancialInstruments,Unclassified,Non-Current
ShortTermFuturePolicyBenefits,Unclassified,Non-Current
ShortTermHealthCareCostsPayable,Liabilities,Current
ShorttermInsuranceFinancing,Liabilities,Non-Current
ShortTermInterestBearingDepositsInBanksAndOtherFinancialInstitutions,Liabilities,Current
ShortTermInventory,Assets,Non-Current
ShortTermInventoryLoans,Assets,Non-Current
ShortTermInvestment,Unclassified,Non-Current
ShortTermInvestmentCost,Unclassified,Non-Current
ShortTermInvestments,Assets,Non-Current
ShortTermInvestments1,Assets,Non-Current
Shortterminvestmentsamortizedcost,Assets,Non-Current
ShortTermInvestmentsAndInterestBearingDeposits,Assets,Non-Current
ShortTermInvestmentsAtCost,Assets,Non-Current
ShortTermInvestmentsAtFairValue,Assets,Non-Current
ShortTermInvestmentsAvailableForSale,Assets,Non-Current
Shortterminvestmentsavailableforsaleamortizedcost,Assets,Non-Current
ShortTermInvestmentsCost,Assets,Non-Current
ShorttermInvestmentsCurrent,Assets,Current
ShortTermInvestmentSecurities,Assets,Non-Current
ShortTermInvestmentsExcludingDebtSecuritiesTrading,Assets,Current
ShortTermInvestmentsExcludingEquitySecuritiesAccountedForUnderFairValueOption,Assets,Current
ShortTermInvestmentsExcludingFixedMaturitySecuritiesAvailableForSalePreferredStockAndEquitySecuritiesFVNI,Assets,Current
ShortTermInvestmentsFairValueDisclosure,Assets,Non-Current
ShortTermInvestmentsHeldInTrustAccountRestricted,Assets,Non-Current
ShortTermInvestmentsTaxable,Assets,Non-Current
ShortTermInvestmentsTaxExempt,Assets,Non-Current
ShortTermInvestmentsTradingAmortizedCost,Assets,Non-Current
ShortTermInvestmentsTradingAtFairValue,Assets,Non-Current
ShortTermLeaseLiabilities,Liabilities,Current
ShorttermLeaseLiability,Unclassified,Non-Current
ShorttermLiabilitiesFromSharebasedPaymentTransactions,Liabilities,Current
ShortTermLineOfCredit,Unclassified,Non-Current
ShortTermLoanNoncontrollingInterest,Liabilities,Non-Current
ShortTermLoanRelatedPartyCurrent,Unclassified,Current
ShortTermLoans,Unclassified,Non-Current
ShorttermLoansWithRelatedParty,Unclassified,Non-Current
ShortTermMarketableDebtSecurities,Liabilities,Current
ShortTermMarketableSecuritiesUnderReverseRepurchaseAgreements,Unclassified,Non-Current
ShortTermMergerFinancingNetCurrent,Liabilities,Current
ShortTermMergerFinancingNetNoncurrent,Liabilities,Current
ShortTermMortgageLoanPayables,Liabilities,Current
ShortTermNonBankLoansAndNotesPayable,Liabilities,Current
ShortTermNoteReceivable,Assets,Current
ShortTermNotesAndInterestBearingAdvance,Liabilities,Non-Current
ShortTermNotesPayableDueToRelatedParties,Liabilities,Current
ShortTermNotesPayableIncludingCurrentPortionOfLongTermObligations,Liabilities,Current
ShorttermOnerousContractsProvision,Unclassified,Non-Current
ShortTermPayableForAcquisition,Liabilities,Current
ShortTermPrepaidInsurance,Assets,Non-Current
ShorttermShareSettlement,Unclassified,Non-Current
ShortTermUnpaidClaims,Unclassified,Non-Current
ShorttermWarrantyProvision,Liabilities,Non-Current
SigmaFundCurrent,Unclassified,Current
SigmaFundNoncurrent,Unclassified,Current
SilentPartnershipCurrent,Unclassified,Current
SilentPartnershipsNoncurrent,Unclassified,Current
SimpleAgreementForFutureEquityCurrent,Equity,Current
SimpleAgreementForFutureEquityNotes,Equity,Non-Current
SimpleAgreementsForFutureEquity,Equity,Non-Current
SimpleAgreementsForFutureEquitySAFEAtFairValue,Equity,Non-Current
SingleFamilyRentalProperties,Unclassified,Non-Current
SingleFamilyRentalUnits,Unclassified,Non-Current
SinkingFundForAssetRetirementObligationNonCurrent,Unclassified,Current
SixAndThreeQuartersPercentSeniorNotes,Unclassified,Non-Current
SliLoanPayable,Liabilities,Current
SmallBusinessAdministrationLoanNonCurrent,Unclassified,Current
SoftwareAssetsNet,Assets,Current
SoftwareDevelopment,Unclassified,Non-Current
SoftwareDevelopmentCosts,Unclassified,Non-Current
SoftwareDevelopmentCostsAndLicensesCurrent,Unclassified,Current
SoftwareDevelopmentCostsAndLicensesNoncurrent,Unclassified,Current
SoftwareDevelopmentCostsNetOfAmortization,Assets,Current
SoftwareDevelopmentCurrent,Unclassified,Current
SoftwareDevelopmentNoncurrent,Unclassified,Current
SoftwareLicenseAgreementLiabilityCurrent,Unclassified,Current
SoftwareLicenseAgreementsLiabilityNoncurrent,Unclassified,Current
SoftwareLicensingAgreementNoncurrent,Unclassified,Current
SoftwareLicensingFeeObligationNoncurrent,Unclassified,Current
SoftwareLicensingObligationCurrent,Unclassified,Current
SolarFacilities,Unclassified,Non-Current
SolarModuleCollectionAndRecyclingLiability,Unclassified,Non-Current
SparePartInventories,Unclassified,Non-Current
SparePartsSuppliesAndFuelLessAllowances,Unclassified,Non-Current
SpecialAssessmentBondNoncurrent,Unclassified,Current
SpecialLimitedPartnersInterests,Liabilities,Non-Current
SpecialStockValue,Equity,Non-Current
SpecialVotingStockParValue,Equity,Non-Current
SpecialVotingStockSharesAuthorized,Equity,Non-Current
SpecialVotingStockSharesIssued,Equity,Non-Current
SpecialVotingStockSharesOutstanding,Equity,Non-Current
SpecialVotingStockValue,Equity,Non-Current
SpectrumReceivableCostsCurrent,Assets,Current
SpentNuclearFuelAndDecommissioningTrusts,Unclassified,Non-Current
SpentNuclearFuelObligationNoncurrent,Unclassified,Current
SponsorCapitalAccount,Equity,Non-Current
SponsorFeePayable,Liabilities,Current
SponsorFeePayableNet,Liabilities,Current
SponsorLoan,Unclassified,Non-Current
SponsorLoansIssuedUnderExpenseAdvancementAgreement,Liabilities,Non-Current
SponsorsFeePayable,Liabilities,Current
SponsorVestingSharesIssued,Unclassified,Non-Current
SponsorVestingSharesOutstanding,Unclassified,Non-Current
StableCoins,Unclassified,Non-Current
StableCoinsCurrent,Unclassified,Current
StakedCryptoAssetsCurrencies,Assets,Non-Current
StandardAndExtendedProductWarrantyAccrualCurrent,Liabilities,Current
StandardProductWarrantyAccrual,Liabilities,Non-Current
StandardProductWarrantyAccrualCurrent,Liabilities,Current
StandardProductWarrantyAccrualNoncurrent,Liabilities,Current
StatedPercentageRateOnRedeemablePreferredStock,Equity,Non-Current
StateFranchiseTaxPayableCurrent,Liabilities,Current
StatutoryAccountingPracticesPortionOfExcessRetainedEarningsNotTaxed,Liabilities,Current
StatutoryAccountingPracticesRetainedEarningsNotAvailableForDividends,Equity,Non-Current
StatutoryAccountingPracticesStatutoryAmountAvailableForDividendPaymentsWithRegulatoryApproval,Unclassified,Non-Current
StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance,Equity,Non-Current
StatutoryAccountingPracticesStatutoryCapitalAndSurplusRequired,Equity,Non-Current
